anon_polygon_id,date,crop_type,ndvi_observed,ndvi_filled,is_reconstructed,is_control_point
AOI-0001,2010-04-01,озимая пшеница,,0.36724833692245507,True,False
AOI-0001,2010-04-02,озимая пшеница,,0.3845737690848236,True,False
AOI-0001,2010-04-03,озимая пшеница,,0.40578518080610937,True,False
AOI-0001,2010-04-04,озимая пшеница,,0.4132421080009607,True,False
AOI-0001,2010-04-05,озимая пшеница,,0.4180566159722735,True,False
AOI-0001,2010-04-06,озимая пшеница,,0.4406608499991813,True,False
AOI-0001,2010-04-07,озимая пшеница,0.4918884405159174,0.4918884405159174,False,False
AOI-0001,2010-04-08,озимая пшеница,,0.510676215157305,True,False
AOI-0001,2010-04-09,озимая пшеница,,0.5151391698189339,True,False
AOI-0001,2010-04-10,озимая пшеница,,0.49082223347049625,True,False
AOI-0001,2010-04-11,озимая пшеница,,0.5073661537194936,True,False
AOI-0001,2010-04-12,озимая пшеница,,0.5289810958264157,True,False
AOI-0001,2010-04-13,озимая пшеница,,0.5613082185536683,True,False
AOI-0001,2010-04-14,озимая пшеница,,0.5656606322333418,True,False
AOI-0001,2010-04-15,озимая пшеница,0.6843533592943742,0.6843533592943742,False,False
AOI-0001,2010-04-16,озимая пшеница,,0.6585700132908555,True,False
AOI-0001,2010-04-17,озимая пшеница,,0.6219428078361909,True,False
AOI-0001,2010-04-18,озимая пшеница,,0.629711355428562,True,False
AOI-0001,2010-04-19,озимая пшеница,,0.6283580622226206,True,False
AOI-0001,2010-04-20,озимая пшеница,,0.6431828207632717,True,False
AOI-0001,2010-04-21,озимая пшеница,,0.644395126749678,True,False
AOI-0001,2010-04-22,озимая пшеница,,0.6740026614612826,True,False
AOI-0001,2010-04-23,озимая пшеница,0.7044384976743348,0.7044384976743348,False,False
AOI-0001,2010-04-24,озимая пшеница,0.8261870272789141,0.8261870272789141,False,False
AOI-0001,2010-04-25,озимая пшеница,,0.71755649812081,True,False
AOI-0001,2010-04-26,озимая пшеница,,0.7053457842276987,True,False
AOI-0001,2010-04-27,озимая пшеница,,0.6803166085048673,True,False
AOI-0001,2010-04-28,озимая пшеница,,0.6879262917401106,True,False
AOI-0001,2010-04-29,озимая пшеница,,0.6867442045512451,True,False
AOI-0001,2010-04-30,озимая пшеница,,0.7100843432010883,True,False
AOI-0001,2010-05-01,озимая пшеница,0.8189282684222362,0.8189282684222362,False,False
AOI-0001,2010-05-02,озимая пшеница,0.8030253307489713,0.8030253307489713,False,False
AOI-0001,2010-05-03,озимая пшеница,,0.7049998593891385,True,False
AOI-0001,2010-05-04,озимая пшеница,,0.7348633561708946,True,False
AOI-0001,2010-05-05,озимая пшеница,,0.7177483958716413,True,False
AOI-0001,2010-05-06,озимая пшеница,,0.724262981684714,True,False
AOI-0001,2010-05-07,озимая пшеница,,0.7268771108356415,True,False
AOI-0001,2010-05-08,озимая пшеница,,0.733455252450163,True,False
AOI-0001,2010-05-09,озимая пшеница,0.756947746570869,0.756947746570869,False,False
AOI-0001,2010-05-10,озимая пшеница,,0.6931341077358699,True,False
AOI-0001,2010-05-11,озимая пшеница,,0.683363080169401,True,False
AOI-0001,2010-05-12,озимая пшеница,,0.6855360438166385,True,False
AOI-0001,2010-05-13,озимая пшеница,,0.6506393656999069,True,False
AOI-0001,2010-05-14,озимая пшеница,,0.6611358582237385,True,False
AOI-0001,2010-05-15,озимая пшеница,,0.6621296895549476,True,False
AOI-0001,2010-05-16,озимая пшеница,,0.7168722679180304,True,False
AOI-0001,2010-05-17,озимая пшеница,,0.7711279953189171,True,False
AOI-0001,2010-05-18,озимая пшеница,0.8154570151097014,0.8154570151097014,False,False
AOI-0001,2010-05-19,озимая пшеница,,0.7286226054689318,True,False
AOI-0001,2010-05-20,озимая пшеница,,0.7285685092042566,True,False
AOI-0001,2010-05-21,озимая пшеница,,0.7353375249489791,True,False
AOI-0001,2010-05-22,озимая пшеница,,0.7455601290045379,True,False
AOI-0001,2010-05-23,озимая пшеница,,0.7418103891407233,True,False
AOI-0001,2010-05-24,озимая пшеница,,0.6879230618241385,True,False
AOI-0001,2010-05-25,озимая пшеница,0.8427347485303727,0.8427347485303727,False,False
AOI-0001,2010-05-26,озимая пшеница,,0.7917127826827381,True,False
AOI-0001,2010-05-27,озимая пшеница,,0.7464697624382893,True,False
AOI-0001,2010-05-28,озимая пшеница,,0.732272561118543,True,False
AOI-0001,2010-05-29,озимая пшеница,,0.674773765002878,True,False
AOI-0001,2010-05-30,озимая пшеница,,0.6621912138853087,True,False
AOI-0001,2010-05-31,озимая пшеница,,0.6684594797355291,True,False
AOI-0001,2010-06-01,озимая пшеница,,0.6887664989386328,True,False
AOI-0001,2010-06-02,озимая пшеница,0.7825531280629143,0.7825531280629143,False,False
AOI-0001,2010-06-03,озимая пшеница,,0.6977727711019521,True,False
AOI-0001,2010-06-04,озимая пшеница,,0.764634798971368,True,False
AOI-0001,2010-06-05,озимая пшеница,,0.7462354152816355,True,False
