anon_polygon_id,date,crop_type,ndvi_observed,ndvi_filled,is_reconstructed,is_control_point
AOI-0001,2010-04-01,озимая пшеница,,0.3780673185098902,True,False
AOI-0001,2010-04-02,озимая пшеница,,0.39167055646536875,True,False
AOI-0001,2010-04-03,озимая пшеница,,0.4147387322216257,True,False
AOI-0001,2010-04-04,озимая пшеница,,0.43537669461048756,True,False
AOI-0001,2010-04-05,озимая пшеница,,0.43471967408564643,True,False
AOI-0001,2010-04-06,озимая пшеница,,0.44576819175606663,True,False
AOI-0001,2010-04-07,озимая пшеница,0.4918884405159174,0.4918884405159174,False,False
AOI-0001,2010-04-08,озимая пшеница,,0.5019139061847612,True,False
AOI-0001,2010-04-09,озимая пшеница,,0.5264319324405805,True,False
AOI-0001,2010-04-10,озимая пшеница,,0.48450419389223637,True,False
AOI-0001,2010-04-11,озимая пшеница,,0.5155927950682344,True,False
AOI-0001,2010-04-12,озимая пшеница,,0.555625451555994,True,False
AOI-0001,2010-04-13,озимая пшеница,,0.5710695116613149,True,False
AOI-0001,2010-04-14,озимая пшеница,,0.5733277116982477,True,False
AOI-0001,2010-04-15,озимая пшеница,0.6843533592943742,0.6843533592943742,False,False
AOI-0001,2010-04-16,озимая пшеница,,0.6508250086205288,True,False
AOI-0001,2010-04-17,озимая пшеница,,0.6249488831661836,True,False
AOI-0001,2010-04-18,озимая пшеница,,0.6357377190736402,True,False
AOI-0001,2010-04-19,озимая пшеница,,0.6335223373786647,True,False
AOI-0001,2010-04-20,озимая пшеница,,0.6518168756961974,True,False
AOI-0001,2010-04-21,озимая пшеница,,0.673082540897585,True,False
AOI-0001,2010-04-22,озимая пшеница,,0.6956454212480493,True,False
AOI-0001,2010-04-23,озимая пшеница,0.7044384976743348,0.7044384976743348,False,False
AOI-0001,2010-04-24,озимая пшеница,0.8261870272789141,0.8261870272789141,False,False
AOI-0001,2010-04-25,озимая пшеница,,0.749736606117497,True,False
AOI-0001,2010-04-26,озимая пшеница,,0.7384936737639134,True,False
AOI-0001,2010-04-27,озимая пшеница,,0.7299967118304843,True,False
AOI-0001,2010-04-28,озимая пшеница,,0.736274853871464,True,False
AOI-0001,2010-04-29,озимая пшеница,,0.7405031241220766,True,False
AOI-0001,2010-04-30,озимая пшеница,,0.7570253730889339,True,False
AOI-0001,2010-05-01,озимая пшеница,0.8189282684222362,0.8189282684222362,False,False
AOI-0001,2010-05-02,озимая пшеница,0.8030253307489713,0.8030253307489713,False,False
AOI-0001,2010-05-03,озимая пшеница,,0.7837238390039337,True,False
AOI-0001,2010-05-04,озимая пшеница,,0.7469309024222933,True,False
AOI-0001,2010-05-05,озимая пшеница,,0.7366044786331504,True,False
AOI-0001,2010-05-06,озимая пшеница,,0.7404647520037996,True,False
AOI-0001,2010-05-07,озимая пшеница,,0.7763869973585342,True,False
AOI-0001,2010-05-08,озимая пшеница,,0.7760520370496929,True,False
AOI-0001,2010-05-09,озимая пшеница,0.756947746570869,0.756947746570869,False,False
AOI-0001,2010-05-10,озимая пшеница,,0.685772517579533,True,False
AOI-0001,2010-05-11,озимая пшеница,,0.6783050131410595,True,False
AOI-0001,2010-05-12,озимая пшеница,,0.7016493384374897,True,False
AOI-0001,2010-05-13,озимая пшеница,,0.6953251079982342,True,False
AOI-0001,2010-05-14,озимая пшеница,,0.6924286708793731,True,False
AOI-0001,2010-05-15,озимая пшеница,,0.7009996449275223,True,False
AOI-0001,2010-05-16,озимая пшеница,,0.758539361745611,True,False
AOI-0001,2010-05-17,озимая пшеница,,0.759611651896651,True,False
AOI-0001,2010-05-18,озимая пшеница,0.8154570151097014,0.8154570151097014,False,False
AOI-0001,2010-05-19,озимая пшеница,,0.7347341040609248,True,False
AOI-0001,2010-05-20,озимая пшеница,,0.7357072292091599,True,False
AOI-0001,2010-05-21,озимая пшеница,,0.7211738177780416,True,False
AOI-0001,2010-05-22,озимая пшеница,,0.7312828072518119,True,False
AOI-0001,2010-05-23,озимая пшеница,,0.7422200224449097,True,False
AOI-0001,2010-05-24,озимая пшеница,,0.7191749845846481,True,False
AOI-0001,2010-05-25,озимая пшеница,0.8427347485303727,0.8427347485303727,False,False
AOI-0001,2010-05-26,озимая пшеница,,0.7974910289494507,True,False
AOI-0001,2010-05-27,озимая пшеница,,0.7393824123951662,True,False
AOI-0001,2010-05-28,озимая пшеница,,0.7370941793281636,True,False
AOI-0001,2010-05-29,озимая пшеница,,0.7052933985511545,True,False
AOI-0001,2010-05-30,озимая пшеница,,0.6990819893285426,True,False
AOI-0001,2010-05-31,озимая пшеница,,0.7215538191648607,True,False
AOI-0001,2010-06-01,озимая пшеница,,0.7419192689072978,True,False
AOI-0001,2010-06-02,озимая пшеница,0.7825531280629143,0.7825531280629143,False,False
AOI-0001,2010-06-03,озимая пшеница,,0.7153849799552392,True,False
AOI-0001,2010-06-04,озимая пшеница,,0.7501586203345832,True,False
AOI-0001,2010-06-05,озимая пшеница,,0.7273628253689886,True,False
AOI-0001,2010-06-06,озимая пшеница,,0.6609880258364134,True,False
AOI-0001,2010-06-07,озимая пшеница,,0.6335762544012448,True,False
AOI-0001,2010-06-08,озимая пшеница,,0.6185948317294944,True,False
AOI-0001,2010-06-09,озимая пшеница,,0.6569793159515608,True,False
AOI-0001,2010-06-10,озимая пшеница,0.5828353818395118,0.5828353818395118,False,False
AOI-0001,2010-06-11,озимая пшеница,,0.5327735290424803,True,False
AOI-0001,2010-06-12,озимая пшеница,,0.4789369563248185,True,False
AOI-0001,2010-06-13,озимая пшеница,,0.442586036443498,True,False
AOI-0001,2010-06-14,озимая пшеница,,0.41964828865307113,True,False
AOI-0001,2010-06-15,озимая пшеница,,0.39971388587318935,True,False
AOI-0001,2010-06-16,озимая пшеница,,0.37352737959524573,True,False
AOI-0001,2010-06-17,озимая пшеница,,0.3782948288314196,True,False
AOI-0001,2010-06-18,озимая пшеница,,0.3598625786472676,True,False
AOI-0001,2010-06-19,озимая пшеница,0.289866735469166,0.289866735469166,False,False
AOI-0001,2010-06-20,озимая пшеница,,0.3206852415603209,True,False
AOI-0001,2010-06-21,озимая пшеница,,0.3065875292644183,True,False
AOI-0001,2010-06-22,озимая пшеница,,0.30948972842678574,True,False
AOI-0001,2010-06-23,озимая пшеница,,0.29741599107125044,True,False
AOI-0001,2010-06-24,озимая пшеница,,0.28620042683488195,True,False
AOI-0001,2010-06-25,озимая пшеница,,0.2666916233313637,True,False
AOI-0001,2010-06-26,озимая пшеница,0.3448496734160681,0.3448496734160681,False,False
AOI-0001,2010-06-27,озимая пшеница,,0.24375816037412268,True,False
AOI-0001,2010-06-28,озимая пшеница,,0.22992841695033875,True,False
AOI-0001,2010-06-29,озимая пшеница,,0.22554943991475043,True,False
AOI-0001,2010-06-30,озимая пшеница,,0.21512611150221375,True,False
AOI-0001,2010-07-01,озимая пшеница,,0.20253154190080513,True,False
AOI-0001,2010-07-02,озимая пшеница,,0.1844808667309406,True,False
AOI-0001,2010-07-03,озимая пшеница,,0.21575031388441604,True,False
AOI-0001,2010-07-04,озимая пшеница,,0.22495293099421282,True,False
AOI-0001,2010-07-05,озимая пшеница,,0.24617480968362207,True,False
AOI-0001,2010-07-06,озимая пшеница,,0.21915089157313794,True,False
AOI-0001,2010-07-07,озимая пшеница,,0.21329591959523544,True,False
AOI-0001,2010-07-08,озимая пшеница,,0.20620092203869186,True,False
AOI-0001,2010-07-09,озимая пшеница,,0.20407112217130385,True,False
AOI-0001,2010-07-10,озимая пшеница,,0.20300889343761144,True,False
AOI-0001,2010-07-11,озимая пшеница,,0.22752859512112955,True,False
AOI-0001,2010-07-12,озимая пшеница,0.2022522014950515,0.2022522014950515,False,False
AOI-0001,2010-07-13,озимая пшеница,0.1881481151398332,0.1881481151398332,False,False
AOI-0001,2010-07-14,озимая пшеница,,0.1704991130435367,True,False
AOI-0001,2010-07-15,озимая пшеница,,0.1833675094815151,True,False
AOI-0001,2010-07-16,озимая пшеница,,0.17239373078443335,True,False
AOI-0001,2010-07-17,озимая пшеница,,0.1669063074598734,True,False
AOI-0001,2010-07-18,озимая пшеница,,0.16719727806912865,True,False
AOI-0001,2010-07-19,озимая пшеница,,0.2038117078245147,True,False
AOI-0001,2010-07-20,озимая пшеница,,0.19988874259071682,True,False
